,author,date,like_facebook,summary,tags,title
594,PTI," 3 April, 2020 9:11 pm IST",16658,The Home Ministry said the fund had been approved following assurance given by PM Modi to chief ministers during his video conference on Thursday.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,Home Ministry,PTI wire,About,Contact,Careers,Terms of Use,Privacy Policy","Centre gives Rs 11,092 crore to states for setting up facilities to contain coronavirus"
595,PTI," 3 April, 2020 9:11 pm IST",10504,NDTV had been issued re-assessment notice in 2015 after the IT dept noted that Rs 642 crore has allegedly not been computed for tax assessment purposes for financial year 2007-2008.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Income Tax Department,NDTV,PTI wire,Supreme Court,About,Contact,Careers,Terms of Use,Privacy Policy",Income Tax dept’s notice against NDTV quashed by Supreme Court
596,Sanya Dhingra," 3 April, 2020 8:15 pm IST",18362,"Civil servants across services are using their network, that extend to district levels, to supplement Modi govt's 11 empowered groups tackling Covid-19.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Governance,Coronavirus,About,Contact,Careers,Terms of Use,Privacy Policy","IAS, IPS, IRS create CARUNA to shadow and aid Modi govt’s Covid-19 efforts"
597,PTI," 3 April, 2020 8:44 pm IST",20189,"The Health Ministry said there has been a rise of 336 coronavirus cases since Thursday, as India records 2,301 positive cases and 56 deaths.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,PTI wire,Tablighi Jamaat,About,Contact,Careers,Terms of Use,Privacy Policy",647 Covid-19 cases found in last 2 days linked to Tablighi Jamaat congregation
598,Shanker Arnimesh," 3 April, 2020 8:14 pm IST",13474,Several foreign tourists stuck in Goa said friendly local residents turned hostile as concern about the pandemic deepened and restrictions on movements began.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,COVID-19,Goa,Nationwide lockdown,About,Contact,Careers,Terms of Use,Privacy Policy","Called corona, beaten up, left on road: Foreign tourists recall Goa lockdown horrors"
599,Manisha Mondal," 3 April, 2020 8:08 pm IST",14335,"Manisha Mondal wasn’t allowed to return to her hostel from an assignment. Then, she was locked up for 2 days, and has now been told she’ll be thrown out.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,COVID-19,journalist,Quarantine,About,Contact,Careers,Terms of Use,Privacy Policy",How providing an essential service made ThePrint’s journalist a prisoner in her hostel room
600,PTI," 3 April, 2020 7:43 pm IST",5329,93-year old Thomas Abraham & 88-year old Mariyamma recovered after days of life-and-death battle against coronavirus.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,Kerala,PTI wire,About,Contact,Careers,Terms of Use,Privacy Policy",India’s oldest Covid-19 survivor and wife discharged from Kerala hospital after recovery
601,PTI," 3 April, 2020 7:30 pm IST",16059,"According to data shared by police, a total of 1,971 cases have been registered since March 15 to 31 as against 3,415 cases during the same period last year.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Crime,Delhi police,Nationwide lockdown,PTI wire,About,Contact,Careers,Terms of Use,Privacy Policy","Delhi crime rate drops 42% since 15 March, close to 2,000 cases registered"
602,Amrita Nayak Dutta," 3 April, 2020 6:14 pm IST",22365,"Field hospitals, Army schools and other grounds could also be used to create ad hoc isolation facilities as the number of Covid-19 cases rises.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Defence,India,Coronavirus,COVID-19,Indian Army,About,Contact,Careers,Terms of Use,Privacy Policy","Army to set up isolation facilities for 16,000 people as India steps up Covid-19 testing"
603,Snehesh Alex Philip," 3 April, 2020 7:11 pm IST",21391,"The Indian Army has so far only been operating out of quarantine camps set up by the armed service for coronavirus patients.
","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Defence,India,Coronavirus,COVID-19,Delhi,About,Contact,Careers,Terms of Use,Privacy Policy","In a first, Army deploys medical team at civil coronavirus quarantine camp in Delhi"
604,PTI," 3 April, 2020 5:42 pm IST",20306,"Meeran Haider, a PhD student at Jamia, was arrested Thursday for allegedly hatching a conspiracy to incite communal riots in northeast Delhi.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Delhi riots,Jamia Millia Islamia,PTI wire,About,Contact,Careers,Terms of Use,Privacy Policy",Delhi Court sends Jamia student to 3-day police custody
605,"Swagata Yadavar,Himani Chandna"," 3 April, 2020 5:08 pm IST",3115,"There are 1,414 Covid-19 patients in the most affected states of Maharashtra, Kerala, Tamil Nadu, Karnataka and Delhi. Experts say India yet to experience disease peak.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Health,India,Coronavirus,COVID-19,Nationwide lockdown,About,Contact,Careers,Terms of Use,Privacy Policy","Just 8 Covid-19 patients on ventilators in 5 worst-hit states, majority are mild infections"
606,Revathi Krishnan," 3 April, 2020 4:27 pm IST",17228,"PM Modi gave a call to light diyas and candles for at 9pm on 5 April in the face of the Covid-19 battle, and many politicians and celebrities responded to him.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,COVID-19,PM Modi,About,Contact,Careers,Terms of Use,Privacy Policy","Poems, songs and advice to light ‘diya of reason’ — responses to PM Modi’s video message"
607,Azaan Javaid," 3 April, 2020 4:18 pm IST",508,Jammu & Kashmir Police says the measure is an attempt to pre-empt people from instigating others to cause a social disturbance in the region over the domicile law. ,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Governance,Jammu & Kashmir,Social media,About,Contact,Careers,Terms of Use,Privacy Policy","J&K Police to trawl social media posts slamming domicile law, act if there’s ‘instigation’"
608,PTI," 3 April, 2020 3:51 pm IST",21612,The parents said that their children's names would remind them about all the hardships they conquered amid the countrywide coronavirus lockdown.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,PTI wire,Twins,About,Contact,Careers,Terms of Use,Privacy Policy",Twins born during lockdown in Raipur named ‘Corona’ and ‘Covid’
609,PTI," 3 April, 2020 5:59 pm IST",9938,Six Jamaat members were shifted to an isolation ward set up at a private educational institute after the complaints against them.,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,NSA,PTI wire,Tablighi Jamaat,About,Contact,Careers,Terms of Use,Privacy Policy",NSA slapped against quarantined Tablighi Jamaat members who harassed nurses in Ghaziabad
610,Dipak Mishra," 3 April, 2020 3:13 pm IST",3640,"In an interview, Sushil Kumar Modi defended the Bihar govt on charges of poor infrastructure, delayed decisions, and absence of Nitish Kumar from public eye.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Politics,Arvind Kejriwal,Bihar,COVID-19,Nitish Kumar,Sushil Kumar Modi,About,Contact,Careers,Terms of Use,Privacy Policy",Arvind Kejriwal confused migrants to trigger exodus from Delhi: Bihar deputy CM Sushil Modi
611,Neelam Pandey," 3 April, 2020 3:47 pm IST",11712,"Dr Trupti Katdare, who was injured in the incident, told ThePrint the local residents were not at fault and some anti-social elements had tried to mislead them.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Health,India,Coronavirus,Indore,Madhya Pradesh,mob attacks,About,Contact,Careers,Terms of Use,Privacy Policy","Indore doctor returns for coronavirus screening day after mob attack, says I’m not afraid"
612,Ananya Bhardwaj," 3 April, 2020 12:09 pm IST",978,"From coordinating with states to tracking cases around the world, North Block is guiding the Covid-19 effort, with Amit Shah monitoring from his residence.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Governance,Coronavirus,COVID-19,Ministry of Home Affairs,About,Contact,Careers,Terms of Use,Privacy Policy","Inside Modi govt’s virus ‘war room’ — ministers sleep over, 50 phone lines, 4 control rooms"
613,"Simrin Sirur,Revathi Krishnan"," 3 April, 2020 11:32 am IST",17477,Several domestic abuse helplines say the number of calls has fallen since the lockdown kicked in last week. But the number of complaints hasn’t. ,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,Crimes against women,domestic violence,About,Contact,Careers,Terms of Use,Privacy Policy","Indian women are locked in with their abusers, but are finding new ways to seek help"
614,PTI," 4 April, 2020 12:34 pm IST",2123,"In a series of tweets, the Congress leader also raised the issue of medical personnel complaining about not getting adequate protective equipment","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Congress,Coronavirus,Priyanka Gandhi,PTI wire,About,Contact,Careers,Terms of Use,Privacy Policy",Ramp up testing for lockdown to yield results: Priyanka Gandhi Vadra tells Modi govt
615,Amrita Nayak Dutta," 3 April, 2020 10:43 am IST",7588,BARC-Nielsen report says 9.1 crore saw Ramayan episode on Sunday while DD officials say the show along with Mahabharat & Shaktimaan have doubled Doordarshan’s YouTube traffic. ,"Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,COVID-19,Doordarshan,Nationwide lockdown,Ramayana,About,Contact,Careers,Terms of Use,Privacy Policy","Ramayan records 17 cr viewers for DD in first weekend, YouTube numbers double"
616,Neelam Pandey," 3 April, 2020 10:10 am IST",2626,"Prime Minister Narendra Modi calls for lamps to be lit for 9 minutes at 9 pm Sunday 'to defeat despair of coronavirus', but says social distancing is imperative.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,Nationwide lockdown,Prime Minister Narendra Modi,About,Contact,Careers,Terms of Use,Privacy Policy","After bartan bajao, PM Modi asks Indians to light lamps, candles as symbols of hope"
617,Madhuparna Das," 3 April, 2020 10:01 am IST",16670,"Residents of tribal villages in Purulia, West Midnapore, Bankura, Birbhum voluntarily inform district authorities about people returning from other states, say officials.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,Self-isolation,Social distancing,Tribals,West Bengal,About,Contact,Careers,Terms of Use,Privacy Policy","These Bengal villagers found ways to keep Covid-19 out, instead of waiting for govt help"
618,Sanya Dhingra," 3 April, 2020 9:07 am IST",3421,"Amid Covid-19 outbreak, Maharashtra, Telangana, Rajasthan, Odisha & Andhra have announced pay cuts or delays for elected representatives & govt employees.","Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,Politics,Pre-Truth,Governance,Diplomacy,Economy,Ilanomics,Defence,India,Features,Last Laughs,Books,Brandma,Reel Take,Opinion,Talk Point,50-Word Edit,National Interest,Events,Off The Cuff,Democracy Wall,Video,More,Education,Global Pulse,Health,HoaXposed,ICYMI,In Pictures,Judiciary,Plugged In,PrimeTime,Sci-Tech,Science,Tech,Sport,ThePrint Essential,India,Coronavirus,COVID-19,IAS officers,IPS officers,About,Contact,Careers,Terms of Use,Privacy Policy","IAS, IPS officers say 50-70% pay cuts are mere optics, unnecessary and will hit morale"
